"WBIC","lakeChar_Area","lakeChar_Length","lakeChar_MaxDepth","lakeChar_MeanDepth","fishCommunity_Panfish","fishCommunity_Catfish","fishCommunity_Largemouth.Bass","fishCommunity_Musky","fishCommunity_Northern.Pike","fishCommunity_Rainbow.Smelt","fishCommunity_Smallmouth.Bass","fishCommunity_Sturgeon","fishCommunity_Trout","fishCommunity_Walleye","fishCommunity_Cisco","fishingPressure_Landlock","fishingPressure_publicaccess","fishingPressure_accessscore","fishingPressure_mroad_dist","fishingPressure_Road_dist","lakeOrder","riparian_Developed","riparian_Barren","riparian_Forest","riparian_Shrub.Scrub","riparian_Grassland","riparian_Pasture.hay","riparian_CultivatedCrops","riparian_Wetlands","waterQuality_Secchi_satellite","waterQuality_Secchi","waterQuality_Calcium","waterQuality_Conductance","waterQuality_Alkalinity","waterQuality_pH","waterQuality_totalP","waterQuality_Color","waterQuality_Dissolved.OC","waterQuality_MEI","watershed_HUC10","watershed_Developed","watershed_Barren","watershed_Forest","watershed_Shrub.Scrub","watershed_Grassland","watershed_Pasture.hay","watershed_Cultivated","watershed_Wetlands"
2394600,133334.2968,1537.753261,4.2,2.1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,27.987345,9.265242,1,0.145539906,0,0.643192488,0,0,0,0,0.211267606,2.862104556,NA,NA,69,28,6.4,NA,4,5.6,32.85714286,705000104,0.059256596,0.00028875,0.704744339,0.009837141,0.00746232,0.073933737,0.02583821,0.118638907
2394700,192416.3884,2149.472301,4.5,2.4,1,0,1,0,1,0,0,0,0,0,0,0,1,3,157.720614,0.047401,0,0.047619048,0,0.666666667,0,0,0,0.083333333,0.202380952,3.439683999,1.45,1.78,36.25,17.775,6.535,0.029,4,NA,15.10416667,705000104,0.059256596,0.00028875,0.704744339,0.009837141,0.00746232,0.073933737,0.02583821,0.118638907
2395100,865507.2305,11840.62287,9.6,3.6,1,0,1,1,1,0,1,0,0,1,0,0,1,3,364.372406,11.397019,2,0.002014099,0,0.722054381,0,0,0,0,0.275931521,3.59294369,6,NA,63,32,7.4,NA,3,NA,17.5,705000104,0.059256596,0.00028875,0.704744339,0.009837141,0.00746232,0.073933737,0.02583821,0.118638907
2395500,725329.183,7671.211019,11.4,3.6,1,0,1,1,1,0,1,0,0,1,0,0,1,2,32.723347,19.315387,2,0.058823529,0,0.724264706,0,0,0.006127451,0,0.210784314,4.318757556,3.9,NA,78,47,7,NA,3,NA,21.66666667,705000104,0.059256596,0.00028875,0.704744339,0.009837141,0.00746232,0.073933737,0.02583821,0.118638907
2395600,13330232.32,32241.99285,22.2,9.9,1,0,1,1,1,0,1,0,0,1,1,0,1,3,0,0,2,0.099247091,0,0.801505818,0,0,0.003080082,0,0.096167009,5.058131248,5.4,NA,85,41,7.8,NA,3,NA,8.585858586,705000104,0.059256596,0.00028875,0.704744339,0.009837141,0.00746232,0.073933737,0.02583821,0.118638907
2395700,121909.3273,1633.367952,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,232.579982,8.573067,-3,0.034965035,0,0.944055944,0,0,0,0,0.020979021,NA,NA,NA,75,40,8.6,NA,4,NA,NA,705000104,0.059256596,0.00028875,0.704744339,0.009837141,0.00746232,0.073933737,0.02583821,0.118638907
2395900,312328.0139,2810.057281,6,3.9,1,0,1,0,1,0,0,0,0,1,0,1,0,0,884.52748,22.067566,-3,0.052117264,0,0.811074919,0,0,0.055374593,0,0.081433225,2.506819369,2.4,NA,94,49,7.4,NA,3,NA,24.1025641,705000104,0.059256596,0.00028875,0.704744339,0.009837141,0.00746232,0.073933737,0.02583821,0.118638907
2396300,110695.4036,1284.565624,2.7,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,792.822072,93.184476,0,0,0,0.760204082,0,0,0,0.071428571,0.168367347,3.411633011,NA,NA,53,22,6.2,NA,4,NA,NA,705000104,0.059256596,0.00028875,0.704744339,0.009837141,0.00746232,0.073933737,0.02583821,0.118638907
2396700,115759.3517,1857.070906,2.7,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,133.458373,18.035823,-3,0,0,0.822510823,0,0,0,0,0.177489177,3.539680142,NA,NA,25,7,6,NA,3,NA,NA,705000104,0.059256596,0.00028875,0.704744339,0.009837141,0.00746232,0.073933737,0.02583821,0.118638907
2396800,799859.4854,3301.329659,4.8,3,1,0,1,0,1,0,1,0,0,1,0,1,1,3,564.841773,10.181178,-3,0.07826087,0,0.524637681,0,0,0.127536232,0,0.269565217,1.834158432,0.9,NA,41,14,7.2,NA,5,NA,13.66666667,705000104,0.059256596,0.00028875,0.704744339,0.009837141,0.00746232,0.073933737,0.02583821,0.118638907
2396900,219637.3252,2302.24808,3.6,2.1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,76.710712,29.280734,-3,0.102272727,0,0.458333333,0,0,0.003787879,0,0.435606061,1.84361907,NA,NA,23,16,5.7,NA,3,NA,10.95238095,705000104,0.059256596,0.00028875,0.704744339,0.009837141,0.00746232,0.073933737,0.02583821,0.118638907
2397400,721681.5004,9027.765058,3.6,1.5,1,1,1,1,1,0,1,1,0,1,0,0,1,3,563.925092,0,4,0.09706258,0,0.660280971,0.006385696,0.005108557,0.010217114,0.03192848,0.189016603,1.836528817,1.8,NA,95,NA,NA,NA,NA,NA,63.33333333,705000105,0.032660287,3.8e-05,0.64744994,0.021506218,0.005299405,0.023729425,0.059414838,0.209901858
2398500,159951.7228,2744.584261,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.70409,47.500924,1,0.028125,0,0.565625,0,0,0,0,0.40625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000105,0.032660287,3.8e-05,0.64744994,0.021506218,0.005299405,0.023729425,0.059414838,0.209901858
2399400,23069.22134,715.701848,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.840599,9.794313,1,0.228571429,0,0.478571429,0.042857143,0,0,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000105,0.032660287,3.8e-05,0.64744994,0.021506218,0.005299405,0.023729425,0.059414838,0.209901858
2399700,53770272.32,388535.1936,27.6,4.5,1,1,1,1,1,0,1,1,0,1,0,0,1,3,0,0,4,0.020517395,0,0.852771206,0.000426638,0.000698134,0.002714967,0,0.12287166,1.52545671,1.8,8,42,27,9.1,0.026,NA,NA,9.333333333,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2400000,861773.4369,8522.328201,3.6,1.5,1,0,1,1,1,0,1,0,0,1,0,0,1,2,507.382607,8.393435,3,0.03875969,0,0.742635659,0,0,0.054263566,0,0.164341085,3.107989972,1.05,8,109,47,7.25,0.033,1,NA,72.66666667,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2400500,43378.47017,1182.678527,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1297.374462,12.83105,-3,0,0,0.948275862,0,0,0,0,0.051724138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2400600,541056.1285,8476.403945,5.1,1.5,1,0,1,1,1,0,1,0,0,1,0,0,1,2,1620.555668,0,3,0.077333333,0,0.805333333,0,0,0,0,0.117333333,3.310898998,1.2,NA,115,62,7.2,NA,1,NA,76.66666667,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2401100,1062720.838,14526.86872,3.3,2.1,1,0,1,1,1,0,0,0,0,1,0,0,1,3,5411.073053,12.940666,2,0,0,0.623085984,0,0,0,0,0.376914016,3.380733915,1.45,8,60,25,7.1,0.026,1,NA,28.57142857,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2401300,539131.6266,5228.535261,5.1,2.4,1,0,1,1,1,0,0,0,0,1,0,0,1,3,5078.240906,9.663503,2,0.014336918,0,0.797491039,0,0,0,0,0.188172043,3.223508426,0.9,4,65,26,7,0.02,2,NA,27.08333333,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2401500,14649.08901,802.09731,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4441.503354,501.151987,2,0,0,0.25,0,0,0,0,0.75,NA,NA,NA,21,10,6,NA,1,NA,NA,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2401700,72200.30004,1944.386929,1.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3773.792322,738.463074,1,0,0,0.737931034,0,0,0,0,0.262068966,4.784366464,NA,NA,20,10,6,NA,1,NA,NA,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2402100,132510.2504,2300.943932,3.9,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3595.868919,3.158396,0,0,0,0.903225806,0,0,0,0,0.096774194,1.815027617,NA,NA,105,35,6.6,NA,1,NA,NA,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2402200,1380251.514,11660.18536,5.7,1.2,1,0,1,1,1,0,1,0,0,1,0,0,1,2,1263.246987,0,3,0.066666667,0,0.843835616,0.011872146,0.031050228,0,0,0.046575342,3.137133543,0.9,NA,68,30,6.8,NA,2,NA,56.66666667,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2403200,745171.0425,5396.024186,2.7,1.5,1,0,0,1,1,0,1,0,0,1,0,0,1,2,3383.800604,21.449278,3,0.108932462,0,0.614379085,0,0,0,0,0.276688453,2.773086608,0.9,9,78,38.5,7.1,0.054,2,NA,52,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2404800,58880.08361,983.824595,3.9,0.9,1,0,0,1,1,0,1,0,0,1,0,0,1,2,9867.959311,43.200626,3,0,0,0.258928571,0,0,0,0,0.741071429,2.4208532,1.2,NA,118,54,7.3,NA,2,NA,131.1111111,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2405900,84371.02528,1423.117874,2.4,1.8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3554.275451,29.539214,2,0.081081081,0,0.421621622,0,0,0,0,0.497297297,4.234489217,NA,NA,76,31,6.9,NA,2,NA,42.22222222,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2406500,535324.3252,7036.773295,8.4,3.6,1,0,1,1,1,0,0,0,0,1,0,0,1,3,10.348577,1.080913,2,0.220611916,0,0.111111111,0,0,0,0.019323671,0.648953301,4.232220177,1.2,NA,72,21,6.5,NA,2,NA,20,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2406700,118695.9045,1398.300485,NA,NA,1,0,1,1,1,0,0,0,0,0,0,1,0,0,30.564701,8.014332,-3,0.333333333,0,0.283333333,0,0,0,0,0.383333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2406900,83233.49224,1315.283532,4.8,2.1,1,0,1,1,1,0,0,0,0,1,0,0,1,3,307.964993,14.553096,1,0.085526316,0,0.177631579,0,0.006578947,0,0.065789474,0.664473684,4.773653978,0.55,8,41,12,6.3,0.038,3,NA,19.52380952,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2407400,11176.37429,1020.693193,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4559.905989,306.096194,-2,0,0,0.262773723,0,0,0,0,0.737226277,NA,NA,NA,124,57,6.9,NA,4,NA,NA,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2407900,54864.68574,1030.3699,3.9,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3704.346538,46.856667,0,0.078571429,0,0.257142857,0,0,0,0,0.664285714,3.129019527,0.6,NA,61,25,6.2,NA,3,NA,NA,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2409400,90495.39735,1282.060166,3.3,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12085.76799,19.747525,-3,0.079545455,0,0.875,0,0,0,0,0.045454545,2.430740209,1.2,NA,42,14,7,NA,2,NA,NA,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2409500,122146.5005,1391.015493,2.1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11382.8631,27.944119,-2,0.137142857,0,0.348571429,0,0,0,0,0.514285714,3.417698056,1.35,2,23,10,6.15,0.009,1,NA,NA,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2409700,59421.457,2467.874988,1.5,NA,0,0,1,1,1,0,1,0,1,0,0,0,1,2,3422.900066,35.975033,3,0.019762846,0,0.272727273,0,0,0,0.28458498,0.422924901,1.316084146,1.5,NA,126,67,7.5,NA,2,NA,NA,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2410000,14825.61077,727.173799,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4208.286527,329.601075,-3,0.091743119,0,0.559633028,0,0,0,0,0.348623853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2410400,692516.9774,3922.81561,3,2.1,1,0,1,1,1,0,0,0,0,0,0,0,1,3,9276.663658,21.468411,-2,0.160997732,0,0.505668934,0.022675737,0,0,0,0.310657596,2.851360615,1.2,NA,28,9,6.4,NA,2,NA,13.33333333,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2412100,26546.03806,632.688996,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5850.284464,12.618117,-3,0.183673469,0,0.357142857,0,0,0,0,0.459183673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000102,0.032490053,0,0.544924597,0.058502053,0.003680527,0.002076969,0.020479606,0.337846195
2413200,13950.17391,655.527774,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025.946933,389.564872,1,0,0,0.615384615,0,0,0,0,0.384615385,NA,NA,NA,143,70,6.3,NA,2,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2414200,398988.6677,5115.726022,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,945.812305,358.171168,1,0,0,0.689855072,0,0,0,0,0.310144928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2414300,61163.30732,1052.929602,14.4,NA,1,0,1,1,0,0,1,0,0,1,0,0,1,2,2437.591258,5.073286,-3,0.030075188,0,0.962406015,0,0,0,0,0.007518797,NA,1.5,NA,50,23,6.8,NA,2,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2414900,10521.82574,373.174287,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1214.086128,1217.89173,-2,0,0,0.540540541,0,0,0,0,0.459459459,NA,NA,NA,36,9,6.1,NA,1,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2415800,191658.1629,1759.817668,6,NA,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1207.92845,712.10606,0,0,0,0.823834197,0,0,0,0,0.176165803,2.273731241,NA,NA,92,40,6.5,NA,3,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2416200,20351.48242,1025.662975,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378.637923,576.998547,-3,0,0,0.85,0,0,0,0.114285714,0.035714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2416300,88885.77724,1186.564016,2.1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,741.045525,20.069135,1,0.083333333,0,0.910714286,0,0,0,0,0.005952381,1.435854086,NA,NA,86,39,7.2,NA,3,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2416700,25507.03106,1170.621674,2.7,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,603.195531,596.92473,-3,0,0,0.939189189,0,0,0,0,0.060810811,1.508054761,NA,NA,144,56,7.6,NA,3,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2416900,267254.107,7613.250205,2.7,0.9,1,0,1,1,1,0,1,0,0,1,0,0,1,3,12.260208,0.037795,3,0.031550069,0,0.744855967,0,0,0,0,0.223593964,2.071003117,NA,4,67,33,7.3,0.011,NA,NA,74.44444444,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2417000,4145527.118,17887.27036,9.3,4.5,1,0,1,1,1,0,1,0,0,1,0,0,1,1,367.077811,6.745754,3,0.017759563,0,0.80942623,0,0,0,0,0.172814208,1.211124004,3,NA,70,30,7.2,NA,3,NA,15.55555556,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2417200,25131.5977,772.202025,NA,NA,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2383.422845,42.636332,-3,0,0,0.716814159,0,0,0,0,0.283185841,NA,2,NA,15,5,6,NA,4,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2417500,23562.88738,629.562746,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4352.521179,367.038671,0,0,0,0.231578947,0,0,0,0,0.768421053,NA,NA,NA,101,47,6.2,NA,1,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2417900,71070.31653,1240.398434,1.8,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4730.929156,82.168059,-2,0,0,0.024193548,0,0,0,0,0.975806452,3.087752097,NA,NA,68,34,6.3,NA,4,2.15,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2418200,27064.69667,646.035619,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5080.335722,244.386803,-2,0,0,0.04,0,0,0,0,0.96,NA,NA,NA,27,4,5.5,NA,3,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2418300,63635.92876,1936.155348,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6470.640495,18.570568,1,0,0,0.993975904,0,0,0,0,0.006024096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2418600,5114504.065,16111.85229,6.3,3.6,1,0,1,1,1,0,1,0,0,1,0,0,1,3,1734.928957,12.850198,2,0.027976578,0,0.806766428,0,0,0,0,0.165256994,1.302128703,2.7,9,76,35.5,7.25,0.011,3,NA,21.11111111,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2418900,24027.2082,840.321149,NA,NA,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2416.928618,57.764177,1,0,0,0.527272727,0,0,0,0,0.472727273,NA,NA,NA,95,45,6.6,NA,3,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2419000,354222.1126,3464.671581,8.7,3.3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1006.812981,18.403982,1,0.010928962,0,0.724043716,0,0,0,0,0.265027322,3.004373544,4.2,NA,67,35,7.2,NA,3,NA,20.3030303,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2419100,20327.49549,531.105268,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858.351861,210.15026,-3,0,0,0.986111111,0,0,0,0,0.013888889,NA,2,NA,70,37,7,NA,2,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2419600,251005.6747,2414.815213,6.6,NA,1,0,1,1,0,0,0,0,0,0,0,1,0,0,6225.296023,45.899344,-2,0,0,0.833333333,0,0,0,0,0.166666667,2.886082588,NA,NA,92,46,7,NA,3,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2419700,55463.05161,947.927835,3.3,NA,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5754.874889,414.584723,-2,0,0,0.874074074,0,0,0,0,0.125925926,2.735891304,NA,NA,45,24,5.7,NA,4,3,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2419800,238942.5097,2575.631863,2.7,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6072.836266,744.382968,0,0,0,0.199233716,0,0,0,0,0.800766284,2.30369738,NA,NA,103,50,6.8,NA,4,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2420000,417086.9903,6318.725959,3.6,1.8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,6186.00652,361.976015,1,0,0,0.575,0,0,0,0,0.425,2.649326127,1.2,NA,75,35,7,NA,1,NA,41.66666667,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2420100,430369.1605,4543.343944,1.2,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4592.065704,34.788866,1,0,0,0.706632653,0,0,0,0,0.293367347,1.74512634,NA,NA,42,8,6,NA,4,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2420400,35926.78294,960.53745,5.1,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3937.79974,106.703041,1,0,0,0.969465649,0,0,0,0,0.030534351,1.620502842,NA,NA,109,50,6,NA,1,NA,181.6666667,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2420600,6309111.251,56102.27495,6.3,2.4,1,0,1,1,0,0,1,0,0,1,0,0,1,3,880.950958,0.03098,3,0.035370611,0,0.932639792,0,0,0,0,0.031989597,2.953272625,1.05,8,64,24,7,0.016,NA,NA,26.66666667,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2422600,26241.94457,1479.870388,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2982.082501,30.027831,-3,0.040935673,0,0.959064327,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2422700,11236.81875,759.363089,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676.095985,5.83997,-3,0.090909091,0,0.661157025,0,0,0,0,0.247933884,NA,1,NA,18,8,5.6,NA,3,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2423000,1554201.553,10094.60451,3.6,1.5,1,0,1,1,0,0,0,0,0,1,0,0,1,3,76.707249,0,2,0.021868787,0,0.742544732,0,0,0,0,0.235586481,1.505060461,1.05,1,71,12,6.5,0.003,NA,NA,47.33333333,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2423400,24308.2219,1491.645904,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5602.272973,178.462327,1,0,0,0.845,0,0,0,0,0.155,NA,NA,NA,113,52,7,NA,3,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2423900,550962.54,4930.632053,8.1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,330.002611,12.83747,1,0,0,0.589912281,0,0,0,0,0.410087719,2.556877004,NA,NA,94,46,6,NA,4,NA,31.33333333,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2424200,11879.02492,460.468697,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.23845,40.719642,1,0.045454545,0,0.681818182,0,0.102272727,0,0,0.170454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2424300,85660.44277,1722.849257,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122.840582,8.608128,1,0,0,0.75,0,0,0,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2424600,184634.3545,4248.730778,1.5,NA,1,0,1,1,0,0,1,0,0,1,0,0,1,1,793.713273,0,3,0.040100251,0,0.789473684,0,0,0,0,0.170426065,1.951145821,1.2,NA,97,49,7.2,NA,1,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2424800,130423.9321,1715.048249,1.2,NA,1,0,1,1,0,0,1,0,0,1,0,0,0,0,353.002262,93.775577,3,0,0,0.583850932,0,0,0,0,0.416149068,2.382541412,NA,NA,100,44,7.2,NA,1,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2425000,151286.3883,1769.225012,4.8,NA,1,0,1,1,0,0,1,0,0,1,0,0,0,0,173.18694,19.142669,0,0.02764977,0,0.926267281,0,0,0,0,0.046082949,3.113459272,2.4,NA,66,30,7,NA,2,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2425200,11864.03939,448.647447,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.611528,78.378301,-3,0.146341463,0,0.524390244,0,0,0,0,0.329268293,NA,NA,NA,56,7,5.6,NA,2,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2425500,38907.16239,796.507005,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3544.964144,852.747694,-2,0,0,0.157024793,0,0,0,0,0.842975207,NA,NA,NA,46,11,5.8,NA,1,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2425700,493216.8594,3139.39058,2.1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1363.977812,30.369117,-2,0.006097561,0,0.579268293,0,0,0,0,0.414634146,0.623257833,0.3,NA,34,12,7.5,NA,1,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2426100,77113.15055,2241.761061,1.5,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,26.509289,18.225446,1,0.129032258,0,0.732718894,0,0,0,0,0.138248848,1.738257228,1.5,NA,65,NA,NA,NA,NA,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
